,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
155,"[0.0, 572.0, 3.8632181784592645, 10.430759330962468, 45869, 0.0, 1.0, 4.0, 16.0]","[-2, 11900, 113.09356093560936, 408.33351928503043, 0, 0.0, 3, 38.0, 570.0]","[0.0, 9777.0, 22.248885915190687, 104.28779677680119, 20786, 2.0, 6.0, 18.0, 81.0]","[0.0, 123.0, 7.4122083312243765, 8.786624884798492, 20971, 2.0, 4.0, 10.0, 26.0]","[0.0, 1856517.0, 19046.035221705301, 70471.213568860869, 2843, 228.0, 2695.0, 10496.75, 66173.25]","[0.0, 30904.0, 114.77983555105958, 342.45920565087425, 22893, 8.0, 32.0, 99.0, 467.0]","[0.0, 4472.0, 16.247613277904282, 68.936277141628437, 4261, 1.0, 3.0, 11.0, 65.0]","[0.0, 472.0, 12.617979888938917, 13.864778428329862, 54, 2.0, 7.0, 19.0, 42.0]","[0.0, 9779.0, 99.847469134512949, 215.59503579990934, 4261, 9.0, 35.0, 100.0, 408.0]","[0.0, 6.0, 0.65453537779419912, 0.68657769639861765, 45869, 0.0, 1.0, 1.0, 2.0]","[0.0, 124.0, 2.6574923227976353, 5.1577594089254974, 4261, 1.0, 1.0, 3.0, 10.0]","[0.0, 193.0, 0.8299313703785699, 4.7337065405648762, 77414, 0.0, 0.0, 0.0, 3.0]","[0.0, 579.0, 8.3745381383813324, 11.9699172056285, 20971, 2.0, 4.0, 11.0, 30.0]","['05db9164', 0.50028, 99999, 547]","['38a947a1', 0.1131, 99999, 503]","['d032c263', 0.02485, 96368, 44279]","['c18be181', 0.03882, 96368, 24319]","['25c83c98', 0.67222, 99999, 151]","['7e0ccccf', 0.40868, 86243, 11]","['1c86e0eb', 0.02479, 99999, 7725]","['0b153874', 0.59644, 99999, 269]","['a73ee510', 0.89404, 99999, 3]","['3b08e48b', 0.21777, 99999, 11640]","['755e4a50', 0.03798, 99999, 3810]","['dfbb09fb', 0.02485, 96368, 41121]","['5978055e', 0.03798, 99999, 2833]","['b28479f6', 0.35804, 99999, 26]","['2d0bb053', 0.0121, 99999, 4963]","['84898b2a', 0.02485, 96368, 34520]","['e5ba7672', 0.45816, 99999, 10]","['e88ffc9d', 0.03524, 99999, 2436]","['21ddcdc9', 0.37143, 58883, 1224]","['5840adea', 0.20237, 58883, 3]","['0014c32a', 0.02485, 96368, 38440]","['ad3062eb', 0.11405, 22120, 10]","['32c7478e', 0.45343, 99999, 15]","['1793a828', 0.05218, 96368, 11528]","['001f3601', 0.15877, 58883, 51]","['49d68486', 0.03739, 58883, 8882]"
156,"[0.0, 747.0, 3.8760101336982449, 11.087112487807746, 45922, 0.0, 1.0, 4.0, 16.0]","[-2, 9095, 110.72815728157282, 395.99818604829807, 0, 0.0, 3, 38.0, 559.0]","[0.0, 26991.0, 22.4768025911259, 188.49742846706746, 20960, 2.0, 6.0, 18.0, 79.0]","[0.0, 189.0, 7.4337474382005411, 8.7452995862554754, 20953, 2.0, 4.0, 10.0, 26.0]","[0.0, 1765666.0, 19066.37051452342, 70763.140968725435, 2880, 228.0, 2708.0, 10404.5, 66393.499999998996]","[0.0, 14861.0, 113.71168679392287, 318.3596299355134, 22989, 8.0, 31.0, 98.0, 466.0]","[0.0, 4479.0, 16.363128666896746, 69.977107518332787, 4380, 1.0, 3.0, 11.0, 64.0]","[0.0, 522.0, 12.584307997078509, 13.716460978092826, 50, 2.0, 7.0, 19.0, 42.0]","[0.0, 6890.0, 99.217477697947061, 212.5188648709366, 4380, 9.0, 35.0, 99.0, 407.0]","[0.0, 6.0, 0.65817260572886804, 0.69191008313940361, 45922, 0.0, 1.0, 1.0, 2.0]","[0.0, 128.0, 2.6392348800970518, 5.1545677778841679, 4380, 1.0, 1.0, 3.0, 10.0]","[0.0, 149.0, 0.83296644054090485, 4.1971742182310736, 77740, 0.0, 0.0, 0.0, 3.0]","[0.0, 338.0, 8.3712015788275185, 11.415269767877341, 20953, 2.0, 4.0, 11.0, 30.0]","['05db9164', 0.50111, 99999, 534]","['38a947a1', 0.11433, 99999, 494]","['d032c263', 0.02368, 96365, 43804]","['c18be181', 0.03611, 96365, 24309]","['25c83c98', 0.67086, 99999, 128]","['7e0ccccf', 0.40763, 86205, 13]","['1c86e0eb', 0.02439, 99999, 7679]","['0b153874', 0.59448, 99999, 265]","['a73ee510', 0.89366, 99999, 3]","['3b08e48b', 0.21629, 99999, 11638]","['755e4a50', 0.03773, 99999, 3780]","['dfbb09fb', 0.02368, 96365, 40656]","['5978055e', 0.03773, 99999, 2819]","['b28479f6', 0.35492, 99999, 26]","['2d0bb053', 0.01225, 99999, 4979]","['84898b2a', 0.02368, 96365, 34098]","['e5ba7672', 0.4586, 99999, 10]","['e88ffc9d', 0.03486, 99999, 2434]","['21ddcdc9', 0.37377, 58955, 1235]","['5840adea', 0.20456, 58955, 3]","['0014c32a', 0.02368, 96365, 37937]","['ad3062eb', 0.11603, 22114, 9]","['32c7478e', 0.45609, 99999, 14]","['1793a828', 0.05157, 96365, 11583]","['001f3601', 0.15831, 58955, 51]","['49d68486', 0.03811, 58955, 8760]"
157,"[0.0, 2047.0, 3.8788195156509255, 13.643517674483542, 46360, 0.0, 1.0, 4.0, 16.0]","[-2, 11979, 111.33588335883358, 401.19998112162773, 0, 0.0, 3, 39.0, 556.0]","[0.0, 28264.0, 23.75360465852269, 225.66534776180785, 21004, 2.0, 6.0, 19.0, 81.0]","[0.0, 176.0, 7.3183150553393643, 8.6527178361285308, 20851, 2.0, 4.0, 10.0, 25.0]","[0.0, 1884562.0, 19750.602281736839, 74255.029979210361, 2880, 237.0, 2756.0, 11193.5, 68347.799999997136]","[0.0, 50893.0, 113.51755142580831, 361.95523929404186, 23481, 8.0, 31.0, 99.0, 458.0]","[0.0, 9124.0, 15.868669626775018, 75.103207202198192, 4507, 1.0, 3.0, 11.0, 62.0]","[0.0, 584.0, 12.482437448102685, 13.833142837379203, 42, 2.0, 7.0, 19.0, 41.0]","[0.0, 7884.0, 97.934507602731117, 209.74752098987713, 4507, 9.0, 35.0, 97.25, 398.0]","[0.0, 6.0, 0.66155222878875442, 0.68754722709201344, 46360, 0.0, 1.0, 1.0, 2.0]","[0.0, 126.0, 2.5946466719725212, 5.110070745492318, 4507, 1.0, 1.0, 3.0, 10.0]","[0.0, 184.0, 0.89237284317700594, 4.7216820938118946, 77802, 0.0, 0.0, 0.0, 3.0]","[0.0, 332.0, 8.3469828675392943, 11.916897894369441, 20851, 2.0, 4.0, 10.0, 30.0]","['05db9164', 0.49878, 99999, 518]","['38a947a1', 0.11341, 99999, 497]","['d032c263', 0.02503, 96402, 43590]","['c18be181', 0.03939, 96402, 23811]","['25c83c98', 0.67175, 99999, 133]","['7e0ccccf', 0.40739, 86445, 11]","['1c86e0eb', 0.02308, 99999, 7642]","['0b153874', 0.59374, 99999, 252]","['a73ee510', 0.89233, 99999, 3]","['3b08e48b', 0.21984, 99999, 11619]","['755e4a50', 0.03482, 99999, 3740]","['dfbb09fb', 0.02503, 96402, 40196]","['5978055e', 0.03482, 99999, 2790]","['b28479f6', 0.35367, 99999, 26]","['2d0bb053', 0.01318, 99999, 4967]","['84898b2a', 0.02503, 96402, 33783]","['e5ba7672', 0.4541, 99999, 10]","['e88ffc9d', 0.03486, 99999, 2455]","['21ddcdc9', 0.37409, 58549, 1227]","['5840adea', 0.20311, 58549, 3]","['0014c32a', 0.02503, 96402, 37538]","['ad3062eb', 0.1168, 22450, 10]","['32c7478e', 0.4515, 99999, 14]","['1793a828', 0.05127, 96402, 11381]","['001f3601', 0.16167, 58549, 49]","['49d68486', 0.03616, 58549, 8676]"
158,"[0.0, 262.0, 3.6879283474472837, 9.1164636806621715, 46742, 0.0, 1.0, 4.0, 16.0]","[-2, 12952, 109.87125871258712, 405.75473434568266, 0, 0.0, 3, 37.0, 543.0]","[0.0, 24366.0, 22.419182544793362, 174.82043112944015, 20802, 2.0, 6.0, 18.0, 79.0]","[0.0, 181.0, 7.3415564823853048, 8.6296589128537171, 21116, 2.0, 4.0, 10.0, 25.0]","[0.0, 2352883.0, 18938.99515408964, 70244.561300193236, 3010, 244.0, 2753.0, 11175.0, 65043.199999999764]","[0.0, 57228.0, 113.75974418238168, 369.33431933117953, 23851, 8.0, 31.0, 99.0, 459.0]","[0.0, 4479.0, 15.595768782974439, 63.798123593845666, 4660, 1.0, 3.0, 11.0, 61.0]","[0.0, 579.0, 12.442812550024012, 13.6841648186904, 47, 2.0, 7.0, 19.0, 41.0]","[0.0, 11537.0, 97.902621172867342, 215.68313321602028, 4660, 9.0, 35.0, 98.0, 399.0]","[0.0, 6.0, 0.67193045045721689, 0.69318731459599259, 46742, 0.0, 1.0, 1.0, 2.0]","[0.0, 115.0, 2.5819129632154731, 5.0241472029267991, 4660, 1.0, 1.0, 3.0, 10.0]","[0.0, 117.0, 0.76895242349787807, 3.6205561231802093, 77614, 0.0, 0.0, 0.0, 3.0]","[0.0, 1778.0, 8.3301725340060599, 13.255112231060258, 21116, 2.0, 4.0, 11.0, 29.0]","['05db9164', 0.50268, 99999, 525]","['38a947a1', 0.11262, 99999, 497]","['d032c263', 0.02408, 96520, 43039]","['c18be181', 0.03838, 96520, 23776]","['25c83c98', 0.67312, 99999, 150]","['7e0ccccf', 0.41152, 86545, 10]","['1c86e0eb', 0.02316, 99999, 7638]","['0b153874', 0.59178, 99999, 264]","['a73ee510', 0.89179, 99999, 3]","['3b08e48b', 0.22344, 99999, 11587]","['755e4a50', 0.03561, 99999, 3783]","['dfbb09fb', 0.02408, 96520, 39886]","['5978055e', 0.03561, 99999, 2806]","['b28479f6', 0.3543, 99999, 25]","['ee569ce2', 0.0151, 99999, 4921]","['84898b2a', 0.02408, 96520, 33392]","['e5ba7672', 0.44714, 99999, 10]","['e88ffc9d', 0.03388, 99999, 2435]","['21ddcdc9', 0.37948, 58456, 1239]","['5840adea', 0.20672, 58456, 3]","['0014c32a', 0.02408, 96520, 37260]","['ad3062eb', 0.11392, 22247, 8]","['32c7478e', 0.45263, 99999, 14]","['1793a828', 0.04988, 96520, 11406]","['001f3601', 0.16584, 58456, 51]","['49d68486', 0.03603, 58456, 8685]"
159,"[0.0, 325.0, 3.6756230456681709, 9.35151031200785, 46592, 0.0, 1.0, 4.0, 16.0]","[-2, 10365, 105.88022880228802, 385.45027967737383, 0, 0.0, 3, 38.0, 518.0]","[0.0, 41572.0, 22.946655869625729, 264.3462475791988, 20965, 2.0, 6.0, 18.0, 78.0]","[0.0, 193.0, 7.4116733188500987, 8.7975072653237092, 20827, 2.0, 4.0, 10.0, 26.0]","[0.0, 2377249.0, 18750.231051357339, 68598.844290048102, 2934, 243.0, 2764.0, 11085.0, 63784.800000000032]","[0.0, 22245.0, 114.0566860083493, 315.84134428323205, 23825, 8.0, 32.0, 100.0, 464.0]","[0.0, 4248.0, 15.144328708555141, 60.199166189997527, 4571, 1.0, 3.0, 11.0, 60.0]","[0.0, 801.0, 12.621369325742643, 14.310493755246917, 52, 2.0, 7.0, 19.0, 42.0]","[0.0, 7135.0, 99.138764303977865, 215.02941546973273, 4571, 9.0, 35.0, 98.0, 406.0]","[0.0, 7.0, 0.67238376991780102, 0.69424880500817954, 46592, 0.0, 1.0, 1.0, 2.0]","[0.0, 107.0, 2.5681351385337639, 5.0122822574314787, 4571, 1.0, 1.0, 3.0, 10.0]","[0.0, 314.0, 0.79940551252026659, 4.868511829019293, 77795, 0.0, 0.0, 0.0, 3.0]","[0.0, 441.0, 8.4126206234527352, 12.026117782962924, 20827, 2.0, 4.0, 11.0, 30.0]","['05db9164', 0.50059, 99999, 533]","['38a947a1', 0.11311, 99999, 501]","['d032c263', 0.02508, 96542, 42934]","['c18be181', 0.03995, 96542, 23339]","['25c83c98', 0.67199, 99999, 152]","['7e0ccccf', 0.40856, 86656, 11]","['1c86e0eb', 0.02241, 99999, 7677]","['0b153874', 0.59319, 99999, 262]","['a73ee510', 0.89373, 99999, 3]","['3b08e48b', 0.22459, 99999, 11566]","['755e4a50', 0.03472, 99999, 3750]","['dfbb09fb', 0.02508, 96542, 39667]","['5978055e', 0.03472, 99999, 2802]","['b28479f6', 0.35311, 99999, 25]","['ee569ce2', 0.01412, 99999, 4944]","['84898b2a', 0.02508, 96542, 33012]","['e5ba7672', 0.44951, 99999, 10]","['e88ffc9d', 0.03263, 99999, 2437]","['21ddcdc9', 0.37896, 57723, 1238]","['5840adea', 0.20542, 57723, 3]","['0014c32a', 0.02508, 96542, 36963]","['ad3062eb', 0.11501, 22462, 10]","['32c7478e', 0.45382, 99999, 14]","['1793a828', 0.05022, 96542, 11195]","['001f3601', 0.1629, 57723, 52]","['49d68486', 0.0345, 57723, 8490]"
160,"[0.0, 368.0, 3.673893084000075, 9.1812664423744135, 46630, 0.0, 1.0, 4.0, 16.0]","[-2, 20329, 107.72277722777228, 394.28863042038716, 0, 0.0, 3, 37.0, 525.0]","[0.0, 10263.0, 21.341939915036505, 76.920205855175254, 21377, 2.0, 6.0, 18.0, 80.0]","[0.0, 171.0, 7.4270314568492717, 8.7686662662469974, 20684, 2.0, 4.0, 10.0, 26.0]","[0.0, 2147410.0, 19045.116033364226, 71875.643434663623, 2889, 241.0, 2761.0, 11094.5, 65215.200000000012]","[0.0, 21601.0, 113.97765202127381, 322.55438556339419, 23661, 8.0, 32.0, 101.0, 470.0]","[0.0, 3639.0, 15.247750959380964, 57.289312727592197, 4625, 1.0, 3.0, 11.0, 61.0]","[0.0, 617.0, 12.589860829022802, 13.965592049229771, 50, 2.0, 7.0, 19.0, 42.0]","[0.0, 9430.0, 99.279625474447968, 213.97426500102799, 4625, 9.0, 35.0, 100.0, 407.34999999999127]","[0.0, 6.0, 0.68136933425771518, 0.69893334702559695, 46630, 0.0, 1.0, 1.0, 2.0]","[0.0, 115.0, 2.5980455889445762, 4.9577145979540251, 4625, 1.0, 1.0, 3.0, 10.0]","[0.0, 518.0, 0.79833772733366104, 5.2445806294918453, 77620, 0.0, 0.0, 0.0, 3.0]","[0.0, 519.0, 8.3829288280905256, 11.818880145858854, 20684, 2.0, 4.0, 11.0, 30.0]","['05db9164', 0.50208, 99999, 555]","['38a947a1', 0.11328, 99999, 503]","['d032c263', 0.02482, 96411, 43146]","['c18be181', 0.03896, 96411, 23591]","['25c83c98', 0.67279, 99999, 148]","['7e0ccccf', 0.40458, 86483, 11]","['1c86e0eb', 0.02338, 99999, 7713]","['0b153874', 0.59355, 99999, 250]","['a73ee510', 0.89338, 99999, 3]","['3b08e48b', 0.22183, 99999, 11668]","['755e4a50', 0.03556, 99999, 3791]","['dfbb09fb', 0.02482, 96411, 39835]","['5978055e', 0.03556, 99999, 2814]","['b28479f6', 0.35776, 99999, 25]","['2d0bb053', 0.01424, 99999, 5007]","['84898b2a', 0.02482, 96411, 33284]","['e5ba7672', 0.45301, 99999, 10]","['e88ffc9d', 0.03189, 99999, 2464]","['21ddcdc9', 0.37612, 57345, 1221]","['5840adea', 0.20431, 57345, 3]","['0014c32a', 0.02482, 96411, 37158]","['ad3062eb', 0.11531, 22591, 11]","['32c7478e', 0.45203, 99999, 14]","['1793a828', 0.05051, 96411, 11247]","['001f3601', 0.16412, 57345, 47]","['49d68486', 0.03299, 57345, 8551]"
161,"[0.0, 305.0, 3.6227666511411272, 9.0740308931589944, 46324, 0.0, 1.0, 4.0, 15.0]","[-2, 11989, 108.96370963709637, 394.57088097910247, 0, 0.0, 3, 38.0, 533.0]","[0.0, 51593.0, 22.472824574276967, 213.53889358790909, 20957, 2.0, 6.0, 18.0, 79.0]","[0.0, 149.0, 7.4823585725622586, 8.7789198334091108, 20612, 2.0, 4.0, 10.0, 26.0]","[0.0, 2205086.0, 18565.553191050625, 69045.271309525706, 3009, 243.0, 2760.0, 10539.75, 61891.350000000049]","[0.0, 24662.0, 113.38118617951999, 345.39931803188915, 23417, 8.0, 32.0, 101.0, 461.0]","[0.0, 4530.0, 15.490846297579308, 61.55931799697057, 4737, 1.0, 3.0, 11.0, 60.0]","[0.0, 586.0, 12.602401200600299, 13.910611123852773, 49, 2.0, 7.0, 19.0, 42.0]","[0.0, 6742.0, 98.347074384329531, 209.02590859127946, 4737, 9.0, 35.0, 98.0, 404.0]","[0.0, 6.0, 0.68497438285980439, 0.70289475183197325, 46324, 0.0, 1.0, 1.0, 2.0]","[0.0, 115.0, 2.597111125107598, 5.0735358634827943, 4737, 1.0, 1.0, 3.0, 10.0]","[0.0, 114.0, 0.74537950834380051, 3.4963196046505365, 77707, 0.0, 0.0, 0.0, 3.0]","[0.0, 458.0, 8.4264426165493092, 11.808287717837874, 20612, 2.0, 4.0, 11.0, 30.0]","['05db9164', 0.50201, 99999, 526]","['38a947a1', 0.11324, 99999, 500]","['d032c263', 0.02484, 96537, 43531]","['c18be181', 0.03846, 96537, 23461]","['25c83c98', 0.66849, 99999, 149]","['7e0ccccf', 0.40237, 86399, 12]","['1c86e0eb', 0.02338, 99999, 7631]","['0b153874', 0.59602, 99999, 247]","['a73ee510', 0.89408, 99999, 3]","['3b08e48b', 0.22388, 99999, 11447]","['755e4a50', 0.03483, 99999, 3750]","['dfbb09fb', 0.02484, 96537, 40178]","['5978055e', 0.03483, 99999, 2799]","['07d13a8f', 0.35071, 99999, 25]","['2d0bb053', 0.01407, 99999, 5011]","['84898b2a', 0.02484, 96537, 33426]","['e5ba7672', 0.45255, 99999, 10]","['e88ffc9d', 0.03082, 99999, 2467]","['21ddcdc9', 0.37273, 57021, 1205]","['5840adea', 0.2042, 57021, 3]","['0014c32a', 0.02484, 96537, 37476]","['ad3062eb', 0.11701, 22636, 10]","['32c7478e', 0.45316, 99999, 14]","['1793a828', 0.05123, 96537, 11172]","['001f3601', 0.16018, 57021, 49]","['49d68486', 0.03401, 57021, 8461]"
162,"[0.0, 307.0, 3.7151588558650888, 9.2807892210988481, 46334, 0.0, 1.0, 4.0, 16.0]","[-2, 14484, 110.29626296262963, 400.7792236991055, 0, 0.0, 3, 39.0, 545.0]","[0.0, 65535.0, 23.410661615134256, 303.19463654937533, 21343, 2.0, 6.0, 18.0, 78.0]","[0.0, 177.0, 7.4119584974250223, 8.7831749128976142, 20775, 2.0, 4.0, 10.0, 26.0]","[0.0, 2539229.0, 19050.178046895129, 71757.4023393276, 2974, 234.0, 2746.0, 10421.0, 64498.600000000006]","[0.0, 85837.0, 112.19381122402271, 423.53077019257358, 23538, 8.0, 32.0, 101.0, 451.0]","[0.0, 5318.0, 15.029739425981873, 58.304521019404888, 4671, 1.0, 3.0, 11.0, 60.0]","[0.0, 850.0, 12.623626648522084, 13.961293962126366, 61, 2.0, 7.0, 19.0, 42.0]","[0.0, 11623.0, 97.857796240349117, 207.988503783917, 4671, 9.0, 35.0, 100.0, 398.0]","[0.0, 7.0, 0.69395322836112927, 0.70791651538772971, 46334, 0.0, 1.0, 1.0, 2.0]","[0.0, 157.0, 2.5594159113796575, 4.8577134808923672, 4671, 1.0, 1.0, 3.0, 10.0]","[0.0, 220.0, 0.92492760080196035, 5.0944146951043914, 77554, 0.0, 0.0, 0.0, 3.0]","[0.0, 846.0, 8.4020498838735733, 12.350889114763524, 20775, 2.0, 4.0, 11.0, 30.0]","['05db9164', 0.49918, 99999, 527]","['38a947a1', 0.1143, 99999, 497]","['d032c263', 0.02611, 96578, 43170]","['c18be181', 0.04066, 96578, 23376]","['25c83c98', 0.67332, 99999, 149]","['7e0ccccf', 0.40153, 86561, 12]","['1c86e0eb', 0.02252, 99999, 7640]","['0b153874', 0.59351, 99999, 259]","['a73ee510', 0.894, 99999, 3]","['3b08e48b', 0.2215, 99999, 11503]","['755e4a50', 0.03419, 99999, 3776]","['dfbb09fb', 0.02611, 96578, 39721]","['5978055e', 0.03419, 99999, 2815]","['b28479f6', 0.36103, 99999, 25]","['2d0bb053', 0.01431, 99999, 4892]","['84898b2a', 0.02611, 96578, 33135]","['e5ba7672', 0.45417, 99999, 10]","['e88ffc9d', 0.03036, 99999, 2399]","['21ddcdc9', 0.36228, 56397, 1189]","['5840adea', 0.19551, 56397, 3]","['0014c32a', 0.02611, 96578, 36953]","['ad3062eb', 0.1157, 22603, 10]","['32c7478e', 0.4552, 99999, 14]","['3b183c5c', 0.0489, 96578, 11061]","['001f3601', 0.16415, 56397, 55]","['49d68486', 0.03459, 56397, 8365]"
163,"[0.0, 346.0, 3.5809849291276823, 8.7277038863726641, 46452, 0.0, 1.0, 3.0, 15.0]","[-2, 15473, 109.27987279872799, 395.55870628239512, 0, 0.0, 3, 39.0, 534.0]","[0.0, 20215.0, 22.125453919957188, 129.91444458178978, 21516, 2.0, 6.0, 18.0, 80.0]","[0.0, 166.0, 7.3908932538881036, 8.7783919513454602, 20783, 2.0, 4.0, 10.0, 26.0]","[0.0, 2150176.0, 18980.947124992275, 72026.836451020223, 2921, 244.0, 2776.0, 10467.0, 63248.849999999657]","[0.0, 19247.0, 113.91425830277701, 308.03923702408872, 23910, 8.0, 32.0, 103.0, 466.59999999999127]","[0.0, 5545.0, 15.095489408135643, 63.793405334237619, 4690, 1.0, 3.0, 10.0, 61.0]","[0.0, 446.0, 12.633110224009764, 13.725227822868421, 48, 2.0, 7.0, 19.0, 42.0]","[0.0, 9158.0, 97.722597026513768, 204.00216970177266, 4690, 9.0, 35.0, 100.0, 397.0]","[0.0, 6.0, 0.69393243318953446, 0.709030315106711, 46452, 0.0, 1.0, 1.0, 2.0]","[0.0, 126.0, 2.5509448215803334, 4.9024349010278359, 4690, 1.0, 1.0, 3.0, 10.0]","[0.0, 265.0, 0.83254215832542156, 4.5985493303131886, 77880, 0.0, 0.0, 0.0, 3.0]","[0.0, 417.0, 8.3859700060593827, 12.067456452517741, 20783, 2.0, 4.0, 10.0, 30.0]","['05db9164', 0.4997, 99999, 520]","['38a947a1', 0.11477, 99999, 497]","['d032c263', 0.02482, 96543, 43142]","['c18be181', 0.03867, 96543, 23187]","['25c83c98', 0.67333, 99999, 141]","['7e0ccccf', 0.40192, 86658, 12]","['1c86e0eb', 0.02275, 99999, 7646]","['0b153874', 0.59263, 99999, 256]","['a73ee510', 0.89506, 99999, 3]","['3b08e48b', 0.22328, 99999, 11473]","['755e4a50', 0.03455, 99999, 3768]","['dfbb09fb', 0.02482, 96543, 39599]","['5978055e', 0.03455, 99999, 2813]","['b28479f6', 0.36019, 99999, 26]","['2d0bb053', 0.01459, 99999, 4989]","['84898b2a', 0.02482, 96543, 32910]","['e5ba7672', 0.45088, 99999, 10]","['e88ffc9d', 0.02853, 99999, 2448]","['21ddcdc9', 0.36716, 56360, 1213]","['5840adea', 0.20011, 56360, 3]","['0014c32a', 0.02482, 96543, 36774]","['ad3062eb', 0.11446, 22620, 10]","['32c7478e', 0.45576, 99999, 14]","['1793a828', 0.0487, 96543, 10937]","['001f3601', 0.16834, 56360, 51]","['49d68486', 0.03309, 56360, 8313]"
164,"[0.0, 280.0, 3.663638757240653, 9.4003697543331715, 46827, 0.0, 1.0, 4.0, 16.0]","[-2, 16619, 109.48858488584885, 393.31302781620832, 0, 0.0, 3, 39.0, 547.0]","[0.0, 20319.0, 22.076291451055809, 105.74732489581663, 20960, 2.0, 6.0, 18.0, 82.0]","[0.0, 157.0, 7.4634726469588859, 8.8251802280669072, 20538, 2.0, 4.0, 10.0, 26.0]","[0.0, 2193564.0, 19604.566823696772, 73766.890666791907, 2990, 246.0, 2790.0, 11190.0, 66404.399999999659]","[0.0, 41973.0, 116.10056307939816, 361.88632332170977, 24166, 8.0, 32.0, 102.0, 472.0]","[0.0, 3839.0, 15.062811115078448, 60.12816283994178, 4777, 1.0, 3.0, 10.0, 60.0]","[0.0, 956.0, 12.697229531651775, 14.727124235580694, 52, 2.0, 7.0, 19.0, 42.0]","[0.0, 9212.0, 97.300277246854719, 202.58534201083336, 4777, 9.0, 35.0, 99.0, 395.0]","[0.0, 7.0, 0.70006770480704128, 0.70333557461013729, 46827, 0.0, 1.0, 1.0, 2.0]","[0.0, 134.0, 2.5469114280313372, 4.8888400081869765, 4777, 1.0, 1.0, 3.0, 10.0]","[0.0, 101.0, 0.81649884860251953, 3.7965048980628366, 77852, 0.0, 0.0, 0.0, 3.0]","[0.0, 955.0, 8.4569914800971553, 12.876036911995246, 20538, 2.0, 4.0, 11.0, 30.0]","['05db9164', 0.50091, 99999, 534]","['38a947a1', 0.11318, 99999, 494]","['d032c263', 0.02416, 96465, 43229]","['c18be181', 0.03904, 96465, 23176]","['25c83c98', 0.67105, 99999, 132]","['7e0ccccf', 0.40627, 86641, 12]","['1c86e0eb', 0.02216, 99999, 7590]","['0b153874', 0.59628, 99999, 271]","['a73ee510', 0.89202, 99999, 3]","['3b08e48b', 0.22524, 99999, 11482]","['755e4a50', 0.03376, 99999, 3781]","['dfbb09fb', 0.02416, 96465, 39594]","['5978055e', 0.03376, 99999, 2813]","['b28479f6', 0.36308, 99999, 26]","['2d0bb053', 0.01485, 99999, 4903]","['84898b2a', 0.02416, 96465, 32870]","['e5ba7672', 0.44959, 99999, 10]","['e88ffc9d', 0.02892, 99999, 2434]","['21ddcdc9', 0.36966, 56770, 1223]","['5840adea', 0.2003, 56770, 3]","['0014c32a', 0.02416, 96465, 36790]","['ad3062eb', 0.11699, 22918, 8]","['32c7478e', 0.45757, 99999, 14]","['1793a828', 0.05097, 96465, 10964]","['001f3601', 0.17269, 56770, 53]","['49d68486', 0.03345, 56770, 8365]"
